Rank,Team,Player,FGP,P3P,FTP,Minutes,Points,Rebounds,Assists,WS,WS/48,BPM,VORP,Position,Class Year,Year,School,Conf,G,GS,MP,FG,FGA,FG.PG,P2M,P2MA,P2.PG,P3M,P3MA,P3.PG,FT,FTA,FT.PG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS,Year.1,School.1,Conf.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG.PG1,P2M.1,P2MA.1,P2.PG1,P3M.1,P3MA.1,P3.PG1,FT.1,FTA.1,FT.PG1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,,SOS.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CHA,Jared Dudley,0.464,0.394,0.732,22.8,7.6,3.2,1.6,42.6,0.103,1,15.3,SF,Senior,2006-07,Ohio State,Big Ten,39,1,19.7,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.415,1.2,1.7,0.697,0.7,3.6,4.3,1,0.7,0.3,1.4,1.7,9.8,,9.03,2005-06,Boston College,ACC,100,100,35.8,5.0,10.2,0.5,4.1,7.8,0.5,0.8,2.4,0.3,4.3,5.9,0.7,2.8,4.1,6.9,3.1,1.3,0.2,1.9,1.8,15.0,,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NYK,Wilson Chandler,0.444,0.342,0.769,30.3,12.8,5.3,1.8,28.5,0.069,-0.8,6,SF,Sophomore,2006-07,DePaul,Big East,34,32,31.7,5.7,12.7,0.45,4.6,9.2,0.494,1.1,3.4,0.333,2.1,3.1,0.654,1.9,5.1,6.9,1.4,0.6,1.4,1.6,2.8,14.6,,8.53,2005-06,DePaul,Big East,25,20,30.2,4.2,9.6,0.436,3.9,8.1,0.478,0.3,1.5,0.211,1.8,2.8,0.667,1.9,5.3,7.2,1,0.8,1.6,2,3.1,10.6,,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PHO,Rudy Fernández,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.8,5.7,SG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,UTA,Morris Almond,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4,SG,Senior,2006-07,Rice,CUSA,32,32,33.4,8.2,17,0.483,5.8,11.7,0.496,2.4,5.3,0.456,7.5,8.9,0.846,1.3,5.2,6.6,1.2,1.2,0.8,3.4,2.1,26.4,,1.43,2005-06,Rice,CUSA,89,24,24.9,4.1,8.2,0.5,3.2,6.1,0.5,0.8,2.1,0.4,2.0,2.5,0.8,0.9,1.5,2.4,0.9,0.6,0.5,1.7,1.6,11.0,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,HOU,Aaron Brooks,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.8,0.8,PG,Senior,2006-07,Oregon,Pac-10,35,35,36.8,6.1,13.2,0.46,3.8,7.6,0.502,2.3,5.7,0.404,3.3,3.9,0.846,0.9,3.4,4.3,4.3,1.4,0.2,2.5,2.5,17.7,,6.3,2005-06,Oregon,Pac-10,80,75,30.9,3.6,8.7,0.4,2.0,4.4,0.5,1.5,4.4,0.4,2.4,2.9,0.8,0.7,2.5,3.1,4.0,1.0,0.1,2.6,2.2,11.1,,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,DET,Arron Afflalo,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.1,4.5,SG,Junior,2006-07,UCLA,Pac-10,36,36,32.9,5.8,12.7,0.461,3.4,6.2,0.549,2.4,6.4,0.375,2.8,3.5,0.802,0.4,2.3,2.8,1.9,0.6,0.2,1.8,1.8,16.9,,9.84,2005-06,UCLA,Pac-10,68,67,32.5,4.6,10.0,0.5,2.8,5.1,0.5,1.8,4.8,0.4,2.8,3.7,0.8,0.7,3.1,3.8,2.0,0.6,0.1,2.0,2.2,13.7,,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,SAS,Tiago Splitter,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.9,6.7,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PHO,Alando Tucker,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-6.7,-0.5,SF,SuperSenior,2006-07,Wisconsin,Big Ten,36,36,32.8,7.1,15.1,0.47,6,11.7,0.512,1.1,3.4,0.325,4.6,6.9,0.659,2.2,3.3,5.4,2,0.9,0.3,1.7,1.3,19.9,,6.95,2005-06,Wisconsin,Big Ten,98,90,31.8,5.5,11.4,0.5,4.9,9.3,0.5,0.6,2.1,0.3,3.6,5.8,0.6,2.4,3.4,5.8,1.4,0.7,0.2,1.7,1.7,15.3,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PHI,Petteri Koponen,,,,,,,,,,,,PG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,SEA,Carl Landry,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6,PF,Junior,2006-07,Purdue,Big Ten,34,34,30.4,6.4,10.8,0.597,6.3,10.2,0.618,0.1,0.6,0.211,5.9,8.1,0.726,3,4.4,7.3,1.2,1.2,0.9,3,2.9,18.9,,8.89,2005-06,Purdue,Big Ten,30,29,29.4,6.1,10.1,0.6,5.9,9.2,0.6,0.2,0.8,0.3,5.3,7.5,0.7,3.1,3.7,6.8,1.2,0.8,0.7,2.7,3.1,17.7,,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BOS,Gabe Pruitt,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1,SG,Junior,2006-07,USC,Pac-10,26,24,33.1,4,9.6,0.416,2.2,4.3,0.496,1.8,5.3,0.35,2.6,3.3,0.8,0.6,2.2,2.8,4.3,1.8,0.3,1.8,2.2,12.5,,7.87,2005-06,USC,Pac-10,54,46,32.0,4.7,10.5,0.4,2.3,4.6,0.5,2.4,5.9,0.4,2.6,3.4,0.8,0.7,2.6,3.2,3.2,2.0,0.2,2.6,2.3,14.4,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SAS,Marcus Williams,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1,PF,Sophomore,2006-07,Arizona,Pac-10,30,29,32.9,6.5,13.2,0.494,5.8,10.6,0.546,0.8,2.7,0.288,2.7,3.9,0.695,2.1,4.6,6.7,2.2,1.1,0.8,2.7,2.2,16.6,,10.76,2005-06,Arizona,Pac-10,33,25,28.8,4.8,10.6,0.453,3.9,8.5,0.457,0.9,2.1,0.435,2.5,3.4,0.726,1.8,2.8,4.7,1.8,1,0.5,1.8,1.8,13,,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,DAL,Nick Fazekas,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1,PF,Senior,2006-07,Nevada,WAC,32,32,30.3,7.8,13.7,0.568,6.9,11.6,0.591,0.9,2,0.431,4,4.7,0.848,3,8.1,11.1,1.8,0.8,1.5,2,2.3,20.4,,1.09,2005-06,Nevada,WAC,99,87,30.0,6.6,12.7,0.5,5.7,9.9,0.6,0.9,2.8,0.3,4.2,5.3,0.8,2.4,6.7,9.1,1.2,0.7,1.5,1.6,1.9,18.3,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,SEA,Glen Davis,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.3,-0.8,PF,Junior,2006-07,LSU,SEC,29,28,35,6.1,12.7,0.484,5.6,11,0.505,0.6,1.7,0.347,4.8,6.7,0.713,3.9,6.6,10.4,2.3,1.1,1,2.8,2.3,17.7,,7.44,2005-06,LSU,SEC,66,64,30.6,5.9,11.7,0.5,5.8,11.2,0.5,0.2,0.5,0.3,4.4,6.4,0.7,3.7,5.5,9.3,1.2,1.2,1.2,2.2,2.8,16.3,,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,GSW,Jermareo Davidson,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6,PF,Senior,2006-07,Alabama,SEC,30,30,32.3,5,12.2,0.407,4.8,11.7,0.414,0.1,0.5,0.25,3.9,5,0.775,2.1,6.1,8.2,1.5,0.8,2.3,1.7,1.8,14,,6.24,2005-06,Alabama,SEC,96,91,27.5,3.4,6.8,0.5,3.4,6.8,0.5,0.0,0.0,0.0,2.1,3.0,0.7,2.2,4.8,7.0,0.9,0.4,1.6,1.5,2.2,8.9,,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,POR,Josh McRoberts,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,1,6.2,PF,Sophomore,2006-07,Duke,ACC,33,32,35.3,5,9.9,0.502,4.8,9.2,0.523,0.2,0.7,0.217,2.9,4.4,0.664,2.1,5.8,7.9,3.5,1.2,2.5,2.4,2.5,13,,10.48,2005-06,Duke,ACC,36,31,24.5,3.2,5.3,0.605,3.1,4.9,0.621,0.1,0.4,0.385,2.1,3.2,0.664,1.7,3.6,5.3,1.5,1.1,1.3,1.4,3,8.7,,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PHI,Kyrylo Fesenko,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-4,-0.6,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,MIA,Stanko Barać,,,,,,,,,,,,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LAL,Sun Yue,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-15.2,-0.1,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,MIN,Chris Richard,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3,C,Senior,2006-07,Florida,SEC,40,4,18.4,2.5,3.6,0.69,2.5,3.6,0.69,0,0,,1.3,2.1,0.627,1.6,2.1,3.7,0.4,0.3,0.3,1.2,2.3,6.2,,7.33,2005-06,Florida,SEC,39,0,17.5,2.5,3.6,0.698,2.5,3.6,0.698,0,0,,1,1.4,0.704,1.1,2.5,3.6,0.5,0.4,0.4,0.9,2.1,5.9,,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,POR,Derrick Byars,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0,SG,Senior,2006-07,Vanderbilt,SEC,34,34,31.4,6.1,13.3,0.457,3.7,7,0.531,2.3,6.2,0.373,2.5,3.6,0.711,1.5,3.3,4.9,3.4,1.4,0.1,2.4,2.4,17,,7.79,2005-06,Vanderbilt,SEC,101,0,14.5,1.9,2.9,0.6,1.9,2.9,0.6,0.0,0.0,0.0,0.7,1.1,0.6,0.9,2.0,3.0,0.3,0.4,0.5,0.9,2.1,4.5,,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,NOK,Adam Haluska,,,,,,,,,,,,SG,Senior,2006-07,Iowa,Big Ten,31,31,34.5,6.1,15,0.408,3.2,7,0.459,2.9,8,0.363,5.4,6.2,0.87,0.9,3.8,4.6,2.6,1.4,0.3,1.7,1.7,20.5,,6.35,2005-06,Iowa,Big Ten,98,98,31.3,4.1,9.5,0.4,2.4,4.9,0.5,1.7,4.6,0.4,2.6,3.2,0.8,0.7,3.4,4.1,1.7,1.0,0.3,1.6,2.3,12.5,,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ORL,Reyshawn Terry,,,,,,,,,,,,SF,Senior,2006-07,UNC,ACC,38,36,21.5,3.4,6.9,0.494,2.2,4.2,0.531,1.2,2.7,0.437,1.7,2.3,0.739,1.2,4.1,5.4,1.7,0.7,0.6,1.8,2.2,9.7,,9.3,2005-06,UNC,ACC,88,30,11.4,2.1,4.4,0.5,1.4,2.8,0.5,0.7,1.6,0.4,1.5,2.0,0.7,0.9,1.8,2.7,0.6,0.6,0.4,1.3,1.5,6.3,,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LAC,Jared Jordan,,,,,,,,,,,,PG,Senior,2006-07,Marist,MAAC,33,33,37.9,6,14.1,0.425,4.3,8.4,0.511,1.7,5.7,0.298,3.5,5.1,0.69,1.4,4.5,5.9,8.7,1.4,0.1,3.3,1.6,17.2,,-4.29,2005-06,Marist,MAAC,84,75,33.3,4.2,9.0,0.5,3.0,5.7,0.5,1.2,3.4,0.3,2.1,3.0,0.7,1.1,3.2,4.3,6.3,1.3,0.1,2.5,1.8,11.6,,-3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,GSW,Stéphane Lasme,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,WAS,Dominic McGuire,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-1.6,0.6,SF,Senior,2006-07,Fresno State,WAC,32,32,32.9,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,,-0.14,2004-05,California,Pac-10,54,27,20.3,2.4,5.4,0.5,2.4,4.8,0.5,0.0,0.5,0.1,0.9,1.8,0.5,1.5,2.7,4.2,1.3,0.5,1.0,1.7,1.9,5.8,,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LAL,Marc Gasol,0.481,0.35,0.777,33.2,14.7,7.7,3.4,81.2,0.143,3.4,37,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CHI,Aaron Gray,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2,C,Senior,2006-07,Pitt,Big East,36,35,28.2,5.7,10,0.565,5.7,10,0.565,0,0,0,2.5,4.6,0.548,3.3,6.1,9.5,1.7,0.4,1.7,1.5,2.5,13.9,,8.53,2005-06,Pitt,Big East,77,33,17.5,3.0,5.5,0.5,3.0,5.5,0.5,0.0,0.0,0.0,2.0,3.1,0.6,2.2,3.7,5.8,1.1,0.3,0.9,1.6,1.9,7.9,,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,DAL,Renaldas Seibutis,,,,,,,,,,,,SG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,CHI,JamesOn Curry,,,,0,0,0,0,0,,,0,PG,Junior,2006-07,Oklahoma State,Big 12,35,35,37,5.8,12.8,0.452,3.3,6.7,0.489,2.5,6.1,0.411,3.3,4.1,0.793,0.4,2.7,3.2,3.7,1.2,0.3,3.1,2.1,17.3,,6.34,2005-06,Oklahoma State,Big 12,66,48,29.4,4.1,9.6,0.4,2.5,5.5,0.4,1.7,4.2,0.4,1.6,2.3,0.7,0.6,2.2,2.7,3.4,0.9,0.2,2.7,2.0,11.5,,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,POR,Taurean Green,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1,SG,Junior,2006-07,Florida,SEC,40,40,33.2,3.9,8.7,0.444,1.8,3.6,0.497,2.1,5.1,0.406,3.5,4.2,0.849,0.2,2.2,2.4,3.7,1.1,0,2.7,1.5,13.3,,7.33,2005-06,Florida,SEC,71,39,26.9,2.3,6.3,0.4,0.8,2.3,0.4,1.5,3.9,0.4,3.0,3.5,0.9,0.3,1.8,2.0,3.6,1.2,0.1,2.5,1.6,9.1,,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,POR,Demetris Nichols,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2,SF,Senior,2006-07,Syracuse,Big East,35,35,34.8,6.4,14.4,0.447,3.6,7.5,0.475,2.9,6.9,0.417,3.2,3.8,0.85,1.4,4,5.4,1.5,1.4,1.1,2.2,2.1,18.9,,6.47,2005-06,Syracuse,Big East,88,58,22.2,2.8,6.9,0.4,1.6,3.2,0.5,1.2,3.8,0.3,1.0,1.5,0.6,1.0,2.6,3.6,0.9,0.8,0.6,1.2,2.0,7.7,,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,HOU,Brad Newley,,,,,,,,,,,,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,UTA,Herbert Hill,,,,,,,,,,,,PF,SuperSenior,2006-07,Providence,Big East,31,31,31.9,7.7,12.1,0.64,7.7,12.1,0.642,0,0,0,2.6,4.3,0.602,3.3,5.6,8.8,1.5,1,2.9,2.9,2.9,18.1,,6.69,2005-06,Providence,Big East,27,12,18.4,3.7,6.3,0.586,3.7,6.3,0.586,0,0,0,1.6,2.9,0.557,1.9,2.9,4.8,0.5,0.9,1.9,1.2,2.2,9,,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MIL,Ramon Sessions,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-1.9,0.5,PG,Junior,2006-07,Nevada,WAC,34,33,30.2,4.1,9.1,0.452,3.6,7.6,0.465,0.6,1.5,0.38,3.5,4.2,0.825,1.1,3.6,4.7,4.7,0.9,0.2,2.5,1.2,12.3,,1.09,2005-06,Nevada,WAC,63,61,28.7,2.6,6.7,0.4,2.5,6.3,0.4,0.1,0.5,0.2,1.5,2.3,0.7,0.9,3.1,4.0,5.1,1.4,0.1,2.6,1.4,6.9,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
